action,time,n
scope,0.000115,4731
content,0.000033,4731
add,0.000000,4732
scope,0.000113,4732
content,0.000032,4732
add,0.000000,4733
scope,0.000113,4733
content,0.000033,4733
add,0.000000,4734
scope,0.000114,4734
content,0.000032,4734
add,0.000000,4735
scope,0.000117,4735
content,0.000033,4735
add,0.000000,4736
scope,0.000113,4736
content,0.000032,4736
add,0.000000,4737
scope,0.000113,4737
content,0.000032,4737
add,0.000000,4738
scope,0.000113,4738
content,0.000031,4738
add,0.000001,4739
scope,0.000114,4739
content,0.000032,4739
add,0.000000,4740
scope,0.000113,4740
content,0.000033,4740
add,0.000001,4741
scope,0.000113,4741
content,0.000032,4741
add,0.000000,4742
scope,0.000113,4742
content,0.000033,4742
add,0.000000,4743
scope,0.000127,4743
content,0.000033,4743
add,0.000000,4744
scope,0.000112,4744
content,0.000033,4744
add,0.000000,4745
scope,0.000113,4745
content,0.000035,4745
add,0.000000,4746
scope,0.000112,4746
content,0.000033,4746
add,0.000000,4747
scope,0.000113,4747
content,0.000033,4747
add,0.000000,4748
scope,0.000112,4748
content,0.000032,4748
add,0.000000,4749
scope,0.000113,4749
content,0.000032,4749
add,0.000000,4750
scope,0.000113,4750
content,0.000032,4750
add,0.000001,4751
scope,0.000116,4751
content,0.000033,4751
add,0.000001,4752
scope,0.000113,4752
content,0.000033,4752
add,0.000000,4753
scope,0.000114,4753
content,0.000033,4753
add,0.000000,4754
scope,0.000112,4754
content,0.000033,4754
add,0.000000,4755
scope,0.000111,4755
content,0.000034,4755
add,0.000001,4756
scope,0.000112,4756
content,0.000034,4756
add,0.000001,4757
scope,0.000114,4757
content,0.000032,4757
add,0.000000,4758
scope,0.000111,4758
content,0.000033,4758
add,0.000000,4759
scope,0.000114,4759
content,0.000033,4759
add,0.000001,4760
scope,0.000114,4760
content,0.000037,4760
add,0.000000,4761
scope,0.000117,4761
content,0.000033,4761
add,0.000000,4762
scope,0.000116,4762
content,0.000033,4762
add,0.000000,4763
scope,0.000114,4763
content,0.000032,4763
add,0.000000,4764
scope,0.000116,4764
content,0.000032,4764
add,0.000000,4765
scope,0.000126,4765
content,0.000033,4765
add,0.000000,4766
scope,0.000113,4766
content,0.000033,4766
add,0.000000,4767
scope,0.000112,4767
content,0.000032,4767
add,0.000000,4768
scope,0.000110,4768
content,0.000036,4768
add,0.000001,4769
scope,0.000111,4769
content,0.000033,4769
add,0.000001,4770
scope,0.000111,4770
content,0.000033,4770
add,0.000000,4771
scope,0.000111,4771
content,0.000032,4771
add,0.000000,4772
scope,0.000110,4772
content,0.000033,4772
add,0.000000,4773
scope,0.000111,4773
content,0.000032,4773
add,0.000000,4774
scope,0.000111,4774
content,0.000033,4774
add,0.000000,4775
scope,0.000111,4775
content,0.000032,4775
add,0.000000,4776
scope,0.000113,4776
content,0.000033,4776
add,0.000000,4777
scope,0.000111,4777
content,0.000033,4777
add,0.000000,4778
scope,0.000113,4778
content,0.000032,4778
add,0.000001,4779
scope,0.000113,4779
content,0.000033,4779
add,0.000001,4780
scope,0.000113,4780
content,0.000033,4780
add,0.000001,4781
scope,0.000113,4781
content,0.000033,4781
add,0.000000,4782
scope,0.000113,4782
content,0.000032,4782
add,0.000000,4783
scope,0.000113,4783
content,0.000037,4783
add,0.000000,4784
scope,0.000113,4784
content,0.000033,4784
add,0.000000,4785
scope,0.000112,4785
content,0.000033,4785
add,0.000001,4786
scope,0.000113,4786
content,0.000032,4786
add,0.000001,4787
scope,0.000112,4787
content,0.000044,4787
add,0.000001,4788
scope,0.000114,4788
content,0.000033,4788
add,0.000000,4789
scope,0.000114,4789
content,0.000033,4789
add,0.000000,4790
scope,0.000112,4790
content,0.000033,4790
add,0.000001,4791
scope,0.000113,4791
content,0.000033,4791
add,0.000000,4792
scope,0.000112,4792
content,0.000033,4792
add,0.000000,4793
scope,0.000113,4793
content,0.000033,4793
add,0.000000,4794
scope,0.000112,4794
content,0.000034,4794
add,0.000001,4795
scope,0.000113,4795
content,0.000033,4795
add,0.000000,4796
scope,0.000111,4796
content,0.000032,4796
add,0.000001,4797
scope,0.000113,4797
content,0.000032,4797
add,0.000000,4798
scope,0.000112,4798
content,0.000033,4798
add,0.000000,4799
scope,0.000114,4799
content,0.000033,4799
add,0.000000,4800
scope,0.000113,4800
content,0.000032,4800
add,0.000000,4801
scope,0.000113,4801
content,0.000033,4801
add,0.000000,4802
scope,0.000111,4802
content,0.000035,4802
add,0.000000,4803
scope,0.000111,4803
content,0.000032,4803
add,0.000000,4804
scope,0.000112,4804
content,0.000033,4804
add,0.000000,4805
scope,0.000111,4805
content,0.000033,4805
add,0.000000,4806
scope,0.000113,4806
content,0.000033,4806
add,0.000000,4807
scope,0.000113,4807
content,0.000033,4807
add,0.000000,4808
scope,0.000117,4808
content,0.000033,4808
add,0.000000,4809
scope,0.000114,4809
content,0.000033,4809
add,0.000000,4810
scope,0.000124,4810
content,0.000033,4810
add,0.000001,4811
scope,0.000114,4811
content,0.000033,4811
add,0.000000,4812
scope,0.000115,4812
content,0.000033,4812
add,0.000000,4813
scope,0.000114,4813
content,0.000033,4813
add,0.000000,4814
scope,0.000117,4814
content,0.000033,4814
add,0.000000,4815
scope,0.000114,4815
content,0.000033,4815
add,0.000000,4816
scope,0.000112,4816
content,0.000033,4816
add,0.000000,4817
scope,0.000112,4817
content,0.000032,4817
add,0.000000,4818
scope,0.000112,4818
content,0.000033,4818
add,0.000001,4819
scope,0.000116,4819
content,0.000033,4819
add,0.000001,4820
scope,0.000113,4820
content,0.000033,4820
add,0.000000,4821
scope,0.000113,4821
content,0.000033,4821
add,0.000000,4822
scope,0.000116,4822
content,0.000034,4822
add,0.000000,4823
scope,0.000113,4823
content,0.000032,4823
add,0.000000,4824
scope,0.000113,4824
content,0.000033,4824
add,0.000000,4825
scope,0.000113,4825
content,0.000033,4825
add,0.000000,4826
scope,0.000115,4826
content,0.000033,4826
add,0.000000,4827
scope,0.000116,4827
content,0.000032,4827
add,0.000000,4828
scope,0.000114,4828
content,0.000032,4828
add,0.000000,4829
scope,0.000114,4829
content,0.000033,4829
add,0.000000,4830
scope,0.000115,4830
content,0.000035,4830
add,0.000000,4831
scope,0.000121,4831
content,0.000033,4831
add,0.000000,4832
scope,0.000128,4832
content,0.000034,4832
add,0.000001,4833
scope,0.000115,4833
content,0.000034,4833
add,0.000000,4834
scope,0.000115,4834
content,0.000033,4834
add,0.000000,4835
scope,0.000118,4835
content,0.000033,4835
add,0.000001,4836
scope,0.000115,4836
content,0.000034,4836
add,0.000000,4837
scope,0.000114,4837
content,0.000033,4837
add,0.000000,4838
scope,0.000114,4838
content,0.000033,4838
add,0.000000,4839
scope,0.000114,4839
content,0.000033,4839
add,0.000000,4840
scope,0.000113,4840
content,0.000034,4840
add,0.000000,4841
scope,0.000117,4841
content,0.000033,4841
add,0.000000,4842
scope,0.000114,4842
content,0.000033,4842
add,0.000001,4843
scope,0.000114,4843
content,0.000034,4843
add,0.000000,4844
scope,0.000113,4844
content,0.000033,4844
add,0.000001,4845
scope,0.000114,4845
content,0.000033,4845
add,0.000001,4846
scope,0.000116,4846
content,0.000034,4846
add,0.000000,4847
scope,0.000116,4847
content,0.000033,4847
add,0.000001,4848
scope,0.000115,4848
content,0.000034,4848
add,0.000001,4849
scope,0.000114,4849
content,0.000034,4849
add,0.000000,4850
scope,0.000114,4850
content,0.000033,4850
add,0.000000,4851
scope,0.000114,4851
content,0.000033,4851
add,0.000000,4852
scope,0.000114,4852
content,0.000037,4852
add,0.000000,4853
scope,0.000114,4853
content,0.000033,4853
add,0.000000,4854
scope,0.000122,4854
content,0.000039,4854
add,0.000000,4855
scope,0.000119,4855
content,0.000033,4855
add,0.000000,4856
scope,0.000114,4856
content,0.000039,4856
add,0.000000,4857
scope,0.000117,4857
content,0.000040,4857
add,0.000000,4858
scope,0.000117,4858
content,0.000040,4858
add,0.000000,4859
scope,0.000114,4859
content,0.000041,4859
add,0.000001,4860
scope,0.000115,4860
content,0.000043,4860
add,0.000000,4861
scope,0.000114,4861
content,0.000042,4861
add,0.000000,4862
scope,0.000114,4862
content,0.000042,4862
add,0.000000,4863
scope,0.000120,4863
content,0.000041,4863
add,0.000000,4864
scope,0.000115,4864
content,0.000041,4864
add,0.000000,4865
scope,0.000113,4865
content,0.000042,4865
add,0.000000,4866
scope,0.000115,4866
content,0.000042,4866
add,0.000000,4867
scope,0.000114,4867
content,0.000040,4867
add,0.000001,4868
scope,0.000114,4868
content,0.000042,4868
add,0.000000,4869
scope,0.000116,4869
content,0.000042,4869
add,0.000000,4870
scope,0.000114,4870
content,0.000042,4870
add,0.000000,4871
scope,0.000113,4871
content,0.000042,4871
add,0.000000,4872
scope,0.000114,4872
content,0.000043,4872
add,0.000000,4873
scope,0.000115,4873
content,0.000045,4873
add,0.000000,4874
scope,0.000114,4874
content,0.000042,4874
add,0.000000,4875
scope,0.000127,4875
content,0.000041,4875
add,0.000001,4876
scope,0.000115,4876
content,0.000042,4876
add,0.000000,4877
scope,0.000116,4877
content,0.000042,4877
add,0.000001,4878
scope,0.000116,4878
content,0.000043,4878
add,0.000000,4879
scope,0.000116,4879
content,0.000043,4879
add,0.000000,4880
scope,0.000118,4880
content,0.000042,4880
add,0.000000,4881
scope,0.000115,4881
content,0.000042,4881
add,0.000000,4882
scope,0.000114,4882
content,0.000042,4882
add,0.000000,4883
scope,0.000116,4883
content,0.000042,4883
add,0.000000,4884
scope,0.000116,4884
content,0.000043,4884
add,0.000001,4885
scope,0.000116,4885
content,0.000041,4885
add,0.000000,4886
scope,0.000114,4886
content,0.000042,4886
add,0.000000,4887
scope,0.000115,4887
content,0.000040,4887
add,0.000000,4888
scope,0.000115,4888
content,0.000042,4888
add,0.000000,4889
scope,0.000114,4889
content,0.000044,4889
add,0.000001,4890
scope,0.000114,4890
content,0.000043,4890
add,0.000001,4891
scope,0.000116,4891
content,0.000042,4891
add,0.000000,4892
scope,0.000113,4892
content,0.000042,4892
add,0.000000,4893
scope,0.000116,4893
content,0.000042,4893
add,0.000000,4894
scope,0.000116,4894
content,0.000041,4894
add,0.000001,4895
scope,0.000117,4895
content,0.000042,4895
add,0.000000,4896
scope,0.000125,4896
content,0.000046,4896
add,0.000000,4897
scope,0.000114,4897
content,0.000042,4897
add,0.000001,4898
scope,0.000117,4898
content,0.000042,4898
add,0.000001,4899
scope,0.000115,4899
content,0.000040,4899
add,0.000001,4900
scope,0.000114,4900
content,0.000043,4900
add,0.000000,4901
scope,0.000117,4901
content,0.000048,4901
add,0.000000,4902
scope,0.000117,4902
content,0.000043,4902
add,0.000000,4903
scope,0.000123,4903
content,0.000041,4903
add,0.000000,4904
scope,0.000116,4904
content,0.000042,4904
add,0.000000,4905
scope,0.000119,4905
content,0.000043,4905
add,0.000000,4906
scope,0.000118,4906
content,0.000041,4906
add,0.000000,4907
scope,0.000117,4907
content,0.000042,4907
add,0.000000,4908
scope,0.000117,4908
content,0.000042,4908
add,0.000000,4909
scope,0.000116,4909
content,0.000042,4909
add,0.000000,4910
scope,0.000121,4910
content,0.000042,4910
add,0.000001,4911
scope,0.000115,4911
content,0.000041,4911
add,0.000000,4912
scope,0.000114,4912
content,0.000041,4912
add,0.000001,4913
scope,0.000115,4913
content,0.000043,4913
add,0.000000,4914
scope,0.000114,4914
content,0.000042,4914
add,0.000000,4915
scope,0.000115,4915
content,0.000041,4915
add,0.000000,4916
scope,0.000118,4916
content,0.000042,4916
add,0.000001,4917
scope,0.000137,4917
content,0.000041,4917
add,0.000000,4918
scope,0.000115,4918
content,0.000041,4918
add,0.000000,4919
scope,0.000115,4919
content,0.000043,4919
add,0.000000,4920
scope,0.000118,4920
content,0.000042,4920
add,0.000000,4921
scope,0.000120,4921
content,0.000043,4921
add,0.000000,4922
scope,0.000118,4922
content,0.000042,4922
add,0.000001,4923
scope,0.000116,4923
content,0.000042,4923
add,0.000001,4924
scope,0.000116,4924
content,0.000043,4924
add,0.000000,4925
scope,0.000116,4925
content,0.000044,4925
add,0.000000,4926
scope,0.000115,4926
content,0.000042,4926
add,0.000001,4927
scope,0.000117,4927
content,0.000041,4927
add,0.000000,4928
scope,0.000115,4928
content,0.000042,4928
add,0.000000,4929
scope,0.000116,4929
content,0.000042,4929
add,0.000000,4930
scope,0.000117,4930
content,0.000043,4930
add,0.000000,4931
scope,0.000120,4931
content,0.000043,4931
add,0.000000,4932
scope,0.000117,4932
content,0.000043,4932
add,0.000001,4933
scope,0.000118,4933
content,0.000041,4933
add,0.000000,4934
scope,0.000115,4934
content,0.000041,4934
add,0.000000,4935
scope,0.000118,4935
content,0.000041,4935
add,0.000001,4936
scope,0.000120,4936
content,0.000042,4936
add,0.000000,4937
scope,0.000116,4937
content,0.000043,4937
add,0.000000,4938
scope,0.000117,4938
content,0.000042,4938
add,0.000000,4939
scope,0.000116,4939
content,0.000043,4939
add,0.000000,4940
scope,0.000115,4940
content,0.000043,4940
add,0.000000,4941
scope,0.000117,4941
content,0.000042,4941
add,0.000000,4942
scope,0.000120,4942
content,0.000041,4942
add,0.000000,4943
scope,0.000117,4943
content,0.000043,4943
add,0.000000,4944
scope,0.000120,4944
content,0.000043,4944
add,0.000000,4945
scope,0.000117,4945
content,0.000042,4945
add,0.000000,4946
scope,0.000123,4946
content,0.000041,4946
add,0.000000,4947
scope,0.000121,4947
content,0.000042,4947
add,0.000000,4948
scope,0.000117,4948
content,0.000042,4948
add,0.000000,4949
scope,0.000116,4949
content,0.000043,4949
add,0.000000,4950
scope,0.000117,4950
content,0.000042,4950
add,0.000000,4951
scope,0.000117,4951
content,0.000042,4951
add,0.000001,4952
scope,0.000116,4952
content,0.000043,4952
add,0.000000,4953
scope,0.000116,4953
content,0.000042,4953
add,0.000000,4954
scope,0.000117,4954
content,0.000044,4954
add,0.000001,4955
scope,0.000117,4955
content,0.000044,4955
add,0.000001,4956
scope,0.000118,4956
content,0.000046,4956
add,0.000000,4957
scope,0.000117,4957
content,0.000043,4957
add,0.000000,4958
scope,0.000132,4958
content,0.000043,4958
add,0.000000,4959
scope,0.000117,4959
content,0.000043,4959
add,0.000000,4960
scope,0.000116,4960
content,0.000042,4960
add,0.000000,4961
scope,0.000115,4961
content,0.000043,4961
add,0.000000,4962
scope,0.000121,4962
content,0.000043,4962
add,0.000000,4963
scope,0.000116,4963
content,0.000043,4963
add,0.000000,4964
scope,0.000116,4964
content,0.000043,4964
add,0.000000,4965
scope,0.000117,4965
content,0.000042,4965
add,0.000001,4966
scope,0.000118,4966
content,0.000042,4966
add,0.000001,4967
scope,0.000119,4967
content,0.000043,4967
add,0.000001,4968
scope,0.000117,4968
content,0.000046,4968
add,0.000000,4969
scope,0.000120,4969
content,0.000046,4969
add,0.000000,4970
scope,0.000116,4970
content,0.000044,4970
add,0.000000,4971
scope,0.000117,4971
content,0.000043,4971
add,0.000000,4972
scope,0.000116,4972
content,0.000043,4972
add,0.000000,4973
scope,0.000117,4973
content,0.000044,4973
add,0.000001,4974
scope,0.000118,4974
content,0.000043,4974
add,0.000000,4975
scope,0.000118,4975
content,0.000042,4975
add,0.000001,4976
scope,0.000117,4976
content,0.000043,4976
add,0.000000,4977
scope,0.000121,4977
content,0.000042,4977
add,0.000000,4978
scope,0.000118,4978
content,0.000043,4978
add,0.000000,4979
scope,0.000119,4979
content,0.000043,4979
add,0.000000,4980
scope,0.000121,4980
content,0.000044,4980
add,0.000000,4981
scope,0.000119,4981
content,0.000045,4981
add,0.000000,4982
scope,0.000119,4982
content,0.000043,4982
add,0.000000,4983
scope,0.000119,4983
content,0.000042,4983
add,0.000000,4984
scope,0.000118,4984
content,0.000042,4984
add,0.000000,4985
scope,0.000119,4985
content,0.000043,4985
add,0.000000,4986
scope,0.000119,4986
content,0.000043,4986
add,0.000000,4987
scope,0.000118,4987
content,0.000043,4987
add,0.000000,4988
scope,0.000118,4988
content,0.000042,4988
add,0.000001,4989
scope,0.000119,4989
content,0.000042,4989
add,0.000001,4990
scope,0.000118,4990
content,0.000042,4990
add,0.000001,4991
scope,0.000119,4991
content,0.000042,4991
add,0.000000,4992
scope,0.000119,4992
content,0.000042,4992
add,0.000000,4993
scope,0.000118,4993
content,0.000042,4993
add,0.000000,4994
scope,0.000118,4994
content,0.000043,4994
add,0.000000,4995
scope,0.000117,4995
content,0.000042,4995
add,0.000000,4996
scope,0.000118,4996
content,0.000042,4996
add,0.000000,4997
scope,0.000119,4997
content,0.000045,4997
add,0.000001,4998
scope,0.000119,4998
content,0.000042,4998
add,0.000001,4999
scope,0.000132,4999
content,0.000042,4999
add,0.000000,5000
scope,0.000119,5000
content,0.000045,5000
add,0.000001,5001
scope,0.000119,5001
content,0.000042,5001
add,0.000000,5002
scope,0.000119,5002
content,0.000042,5002
add,0.000000,5003
scope,0.000122,5003
content,0.000042,5003
add,0.000000,5004
scope,0.000119,5004
content,0.000044,5004
add,0.000000,5005
scope,0.000118,5005
content,0.000043,5005
add,0.000000,5006
scope,0.000118,5006
content,0.000042,5006
add,0.000000,5007
scope,0.000118,5007
content,0.000044,5007
add,0.000001,5008
scope,0.000117,5008
content,0.000043,5008
add,0.000000,5009
scope,0.000118,5009
content,0.000043,5009
add,0.000000,5010
scope,0.000118,5010
content,0.000042,5010
add,0.000000,5011
scope,0.000117,5011
content,0.000042,5011
add,0.000001,5012
scope,0.000117,5012
content,0.000044,5012
add,0.000000,5013
scope,0.000117,5013
content,0.000041,5013
add,0.000001,5014
scope,0.000117,5014
content,0.000041,5014
add,0.000000,5015
scope,0.000118,5015
content,0.000043,5015
add,0.000000,5016
scope,0.000119,5016
content,0.000043,5016
add,0.000001,5017
scope,0.000118,5017
content,0.000043,5017
add,0.000001,5018
scope,0.000119,5018
content,0.000045,5018
add,0.000000,5019
scope,0.000128,5019
content,0.000042,5019
add,0.000001,5020
scope,0.000119,5020
content,0.000044,5020
add,0.000000,5021
scope,0.000119,5021
content,0.000042,5021
add,0.000000,5022
scope,0.000119,5022
content,0.000044,5022
add,0.000001,5023
scope,0.000121,5023
content,0.000042,5023
add,0.000000,5024
scope,0.000118,5024
content,0.000042,5024
add,0.000000,5025
scope,0.000117,5025
content,0.000042,5025
add,0.000000,5026
scope,0.000119,5026
content,0.000043,5026
add,0.000000,5027
scope,0.000118,5027
content,0.000043,5027
add,0.000000,5028
scope,0.000118,5028
content,0.000047,5028
add,0.000000,5029
scope,0.000118,5029
content,0.000043,5029
